grid,modality,embedding,discriminability
"('triple', 'mean', '0.028', 'corr', '135', '6')",func,ASE,0.8695985913727848
"('kmeans', 'mean', '0.028', 'corr', '135', '3')",func,ASE,0.8883683646168421
"('kmeans', 'mean', '0.028', 'corr', '135', '0')",func,ASE,0.8896916322448236
"('kmeans', 'mean', '0.028', 'corr', '135', '6')",func,ASE,0.8898405516052575
"('triple', 'mean', '0.028', 'corr', '228', '3')",func,ASE,0.8714645526239729
"('triple', 'mean', '0.028', 'corr', '228', '0')",func,ASE,0.8735287936107607
"('triple', 'mean', '0.028', 'corr', '228', '6')",func,ASE,0.8713007385046628
"('kmeans', 'mean', '0.028', 'corr', '228', '3')",func,ASE,0.8856131008908786
"('kmeans', 'mean', '0.028', 'corr', '228', '0')",func,ASE,0.8724501979862603
"('kmeans', 'mean', '0.028', 'corr', '228', '6')",func,ASE,0.8861293166225902
"('triple', 'mean', '0.028', 'corr', '77', '3')",func,ASE,0.8636953661225506
"('triple', 'mean', '0.028', 'corr', '77', '0')",func,ASE,0.8677992947223718
"('triple', 'mean', '0.028', 'corr', '77', '6')",func,ASE,0.8604535382313161
"('kmeans', 'mean', '0.028', 'corr', '77', '3')",func,ASE,0.8893534002229655
"('kmeans', 'mean', '0.028', 'corr', '77', '0')",func,ASE,0.8903912512608165
"('kmeans', 'mean', '0.028', 'corr', '77', '6')",func,ASE,0.8875427350427352
"('triple', 'mean', '0.028', 'cov', '180', '3')",func,ASE,0.8666232901400879
"('triple', 'mean', '0.028', 'cov', '180', '0')",func,ASE,0.8724713609650848
"('triple', 'mean', '0.028', 'cov', '180', '6')",func,ASE,0.8585758750956989
"('kmeans', 'mean', '0.028', 'cov', '180', '3')",func,ASE,0.8896601507391488
"('kmeans', 'mean', '0.028', 'cov', '180', '0')",func,ASE,0.8881622855174491
"('kmeans', 'mean', '0.028', 'cov', '180', '6')",func,ASE,0.8832349581111958
"('triple', 'mean', '0.028', 'cov', '135', '3')",func,ASE,0.8683717234915492
"('triple', 'mean', '0.028', 'cov', '135', '0')",func,ASE,0.8724406869743097
"('triple', 'mean', '0.028', 'cov', '135', '6')",func,ASE,0.8693581973581974
"('kmeans', 'mean', '0.028', 'cov', '135', '3')",func,ASE,0.8847715418969987
"('kmeans', 'mean', '0.028', 'cov', '135', '0')",func,ASE,0.8877849441967814
"('kmeans', 'mean', '0.028', 'cov', '135', '6')",func,ASE,0.8826111342667634
"('triple', 'mean', '0.028', 'cov', '228', '3')",func,ASE,0.8719460151498987
"('triple', 'mean', '0.028', 'cov', '228', '0')",func,ASE,0.8681434967149253
"('triple', 'mean', '0.028', 'cov', '228', '6')",func,ASE,0.8690978828788017
"('kmeans', 'mean', '0.028', 'cov', '228', '3')",func,ASE,0.8783053987944933
"('kmeans', 'mean', '0.028', 'cov', '228', '0')",func,ASE,0.8773935799994433
"('kmeans', 'mean', '0.028', 'cov', '228', '6')",func,ASE,0.8801552279388003
"('triple', 'mean', '0.028', 'cov', '77', '3')",func,ASE,0.8657988073663372
"('triple', 'mean', '0.028', 'cov', '77', '0')",func,ASE,0.8694247182619276
"('triple', 'mean', '0.028', 'cov', '77', '6')",func,ASE,0.8642291434411
"('kmeans', 'mean', '0.028', 'cov', '77', '3')",func,ASE,0.8857580185069228
"('kmeans', 'mean', '0.028', 'cov', '77', '0')",func,ASE,0.8879502155472118
"('kmeans', 'mean', '0.028', 'cov', '77', '6')",func,ASE,0.8838210029136305
"('triple', 'mean', '0.028', 'partcorr', '180', '3')",func,ASE,0.8502834467120182
"('triple', 'mean', '0.028', 'partcorr', '180', '0')",func,ASE,0.8645471812138479
"('triple', 'mean', '0.028', 'partcorr', '180', '6')",func,ASE,0.8585365853658536
"('kmeans', 'mean', '0.028', 'partcorr', '180', '3')",func,ASE,0.8719915764139592
"('kmeans', 'mean', '0.028', 'partcorr', '180', '0')",func,ASE,0.866794306302813
"('kmeans', 'mean', '0.028', 'partcorr', '180', '6')",func,ASE,0.8794329239506485
"('triple', 'mean', '0.028', 'partcorr', '135', '3')",func,ASE,0.8554676541547438
"('triple', 'mean', '0.028', 'partcorr', '135', '0')",func,ASE,0.8617125510677199
"('triple', 'mean', '0.028', 'partcorr', '135', '6')",func,ASE,0.8478929062525277
"('kmeans', 'mean', '0.028', 'partcorr', '135', '3')",func,ASE,0.87672052663076
"('kmeans', 'mean', '0.028', 'partcorr', '135', '0')",func,ASE,0.864243440210291
"('kmeans', 'mean', '0.028', 'partcorr', '135', '6')",func,ASE,0.8833410899098021
"('triple', 'mean', '0.028', 'partcorr', '228', '3')",func,ASE,0.8633605520015256
"('triple', 'mean', '0.028', 'partcorr', '228', '0')",func,ASE,0.8694004970600715
"('triple', 'mean', '0.028', 'partcorr', '228', '6')",func,ASE,0.8205785035756217
"('kmeans', 'mean', '0.028', 'partcorr', '228', '3')",func,ASE,0.8707478244683327
"('kmeans', 'mean', '0.028', 'partcorr', '228', '0')",func,ASE,0.8720671220671221
"('kmeans', 'mean', '0.028', 'partcorr', '228', '6')",func,ASE,0.860725129091594
"('triple', 'mean', '0.028', 'partcorr', '77', '3')",func,ASE,0.8440742053645279
"('triple', 'mean', '0.028', 'partcorr', '77', '0')",func,ASE,0.8536418594955181
"('triple', 'mean', '0.028', 'partcorr', '77', '6')",func,ASE,0.8481464002936395
"('kmeans', 'mean', '0.028', 'partcorr', '77', '3')",func,ASE,0.8809079322237218
"('kmeans', 'mean', '0.028', 'partcorr', '77', '0')",func,ASE,0.8780077727679858
"('kmeans', 'mean', '0.028', 'partcorr', '77', '6')",func,ASE,0.8758915414087828
"('triple', 'sum', '0.22', 'corr', '180', '3')",func,ASE,0.7972501291214742
"('triple', 'sum', '0.22', 'corr', '180', '0')",func,ASE,0.7901528712738152
"('triple', 'sum', '0.22', 'corr', '180', '6')",func,ASE,0.8033568086759576
"('kmeans', 'sum', '0.22', 'corr', '180', '3')",func,ASE,0.7781208440276824
"('kmeans', 'sum', '0.22', 'corr', '180', '0')",func,ASE,0.7796822742474915
"('kmeans', 'sum', '0.22', 'corr', '180', '6')",func,ASE,0.7952617880571771
"('triple', 'sum', '0.22', 'corr', '135', '3')",func,ASE,0.7948634563268709
"('triple', 'sum', '0.22', 'corr', '135', '0')",func,ASE,0.7956931415467999
"('triple', 'sum', '0.22', 'corr', '135', '6')",func,ASE,0.8074746008708272
"('kmeans', 'sum', '0.22', 'corr', '135', '3')",func,ASE,0.798342977817686
"('kmeans', 'sum', '0.22', 'corr', '135', '0')",func,ASE,0.7964165372308372
"('kmeans', 'sum', '0.22', 'corr', '135', '6')",func,ASE,0.8056036625455012
"('triple', 'sum', '0.22', 'corr', '228', '3')",func,ASE,0.7876413080494713
"('triple', 'sum', '0.22', 'corr', '228', '0')",func,ASE,0.7805621555621556
"('triple', 'sum', '0.22', 'corr', '228', '6')",func,ASE,0.791931721798134
"('kmeans', 'sum', '0.22', 'corr', '228', '3')",func,ASE,0.787901460008285
"('kmeans', 'sum', '0.22', 'corr', '228', '0')",func,ASE,0.7774103915408263
"('kmeans', 'sum', '0.22', 'corr', '228', '6')",func,ASE,0.805982081777646
"('triple', 'sum', '0.22', 'corr', '77', '3')",func,ASE,0.7991986154174254
"('triple', 'sum', '0.22', 'corr', '77', '0')",func,ASE,0.8004978839930297
"('triple', 'sum', '0.22', 'corr', '77', '6')",func,ASE,0.8158202638785164
"('kmeans', 'sum', '0.22', 'corr', '77', '3')",func,ASE,0.8004083018617901
"('kmeans', 'sum', '0.22', 'corr', '77', '0')",func,ASE,0.7974300260855708
"('kmeans', 'sum', '0.22', 'corr', '77', '6')",func,ASE,0.8093261776982706
"('triple', 'sum', '0.22', 'cov', '180', '3')",func,ASE,0.7849959078981784
"('triple', 'sum', '0.22', 'cov', '180', '0')",func,ASE,0.7809944844427602
"('triple', 'sum', '0.22', 'cov', '180', '6')",func,ASE,0.7918234733303225
"('kmeans', 'sum', '0.22', 'cov', '180', '3')",func,ASE,0.7742944045130924
"('kmeans', 'sum', '0.22', 'cov', '180', '0')",func,ASE,0.7737200643141237
"('kmeans', 'sum', '0.22', 'cov', '180', '6')",func,ASE,0.7899753307916573
"('triple', 'sum', '0.22', 'cov', '135', '3')",func,ASE,0.7851008215085885
"('triple', 'sum', '0.22', 'cov', '135', '0')",func,ASE,0.7833064665088241
"('triple', 'sum', '0.22', 'cov', '135', '6')",func,ASE,0.8007463238010789
"('kmeans', 'sum', '0.22', 'cov', '135', '3')",func,ASE,0.7916365569426794
"('kmeans', 'sum', '0.22', 'cov', '135', '0')",func,ASE,0.7883964063905068
"('kmeans', 'sum', '0.22', 'cov', '135', '6')",func,ASE,0.8055144641683103
"('triple', 'sum', '0.22', 'cov', '228', '3')",func,ASE,0.7746140594977805
"('triple', 'sum', '0.22', 'cov', '228', '0')",func,ASE,0.7671165523514517
"('triple', 'sum', '0.22', 'cov', '228', '6')",func,ASE,0.7816429066429066
"('kmeans', 'sum', '0.22', 'cov', '228', '3')",func,ASE,0.7750848258385946
"('kmeans', 'sum', '0.22', 'cov', '228', '0')",func,ASE,0.7664638131371001
"('kmeans', 'sum', '0.22', 'cov', '228', '6')",func,ASE,0.7971379206730769
"('triple', 'sum', '0.22', 'cov', '77', '3')",func,ASE,0.7955384946664017
"('triple', 'sum', '0.22', 'cov', '77', '0')",func,ASE,0.7876451575281985
"('triple', 'sum', '0.22', 'cov', '77', '6')",func,ASE,0.8021924207036841
"('kmeans', 'sum', '0.22', 'cov', '77', '3')",func,ASE,0.7970886225324095
"('kmeans', 'sum', '0.22', 'cov', '77', '0')",func,ASE,0.7893493738424155
"('kmeans', 'sum', '0.22', 'cov', '77', '6')",func,ASE,0.8015983068165232
"('triple', 'sum', '0.22', 'partcorr', '180', '3')",func,ASE,0.8100674059578169
"('triple', 'sum', '0.22', 'partcorr', '180', '0')",func,ASE,0.8040575624953639
"('triple', 'sum', '0.22', 'partcorr', '180', '6')",func,ASE,0.8134822167080231
"('kmeans', 'sum', '0.22', 'partcorr', '180', '3')",func,ASE,0.8100613154960981
"('kmeans', 'sum', '0.22', 'partcorr', '180', '0')",func,ASE,0.8079051642270033
"('kmeans', 'sum', '0.22', 'partcorr', '180', '6')",func,ASE,0.806896382827615
"('triple', 'sum', '0.22', 'partcorr', '135', '3')",func,ASE,0.8143185920963698
"('triple', 'sum', '0.22', 'partcorr', '135', '0')",func,ASE,0.8042591466504511
"('triple', 'sum', '0.22', 'partcorr', '135', '6')",func,ASE,0.818329153658495
"('kmeans', 'sum', '0.22', 'partcorr', '135', '3')",func,ASE,0.8016165721645173
"('kmeans', 'sum', '0.22', 'partcorr', '135', '0')",func,ASE,0.8017111009158723
"('kmeans', 'sum', '0.22', 'partcorr', '135', '6')",func,ASE,0.8076431398579049
"('triple', 'sum', '0.22', 'partcorr', '228', '3')",func,ASE,0.8064922978963094
"('triple', 'sum', '0.22', 'partcorr', '228', '0')",func,ASE,0.8104908857121247
"('triple', 'sum', '0.22', 'partcorr', '228', '6')",func,ASE,0.8090663607904987
"('kmeans', 'sum', '0.22', 'partcorr', '228', '3')",func,ASE,0.8037833677644104
"('kmeans', 'sum', '0.22', 'partcorr', '228', '0')",func,ASE,0.7978381096028155
"('kmeans', 'sum', '0.22', 'partcorr', '228', '6')",func,ASE,0.8076509778637438
"('triple', 'sum', '0.22', 'partcorr', '77', '3')",func,ASE,0.7958209809122587
"('triple', 'sum', '0.22', 'partcorr', '77', '0')",func,ASE,0.7989224476954538
"('triple', 'sum', '0.22', 'partcorr', '77', '6')",func,ASE,0.7983357619449345
"('kmeans', 'sum', '0.22', 'partcorr', '77', '3')",func,ASE,0.8021841431374505
"('kmeans', 'sum', '0.22', 'partcorr', '77', '0')",func,ASE,0.7969064078050694
"('kmeans', 'sum', '0.22', 'partcorr', '77', '6')",func,ASE,0.8171746649373107
"('triple', 'sum', '0.15', 'corr', '180', '3')",func,ASE,0.8262513220707202
"('triple', 'sum', '0.15', 'corr', '180', '0')",func,ASE,0.8286595261278806
"('triple', 'sum', '0.15', 'corr', '180', '6')",func,ASE,0.8311562651185292
"('kmeans', 'sum', '0.15', 'corr', '180', '3')",func,ASE,0.8391100279808646
"('kmeans', 'sum', '0.15', 'corr', '180', '0')",func,ASE,0.8303273351895718
"('kmeans', 'sum', '0.15', 'corr', '180', '6')",func,ASE,0.8354098225169942
"('triple', 'sum', '0.15', 'corr', '135', '3')",func,ASE,0.82923148446161
"('triple', 'sum', '0.15', 'corr', '135', '0')",func,ASE,0.8369942408569019
"('triple', 'sum', '0.15', 'corr', '135', '6')",func,ASE,0.8336206583015093
"('kmeans', 'sum', '0.15', 'corr', '135', '3')",func,ASE,0.8411980456372979
"('kmeans', 'sum', '0.15', 'corr', '135', '0')",func,ASE,0.841689440827372
"('kmeans', 'sum', '0.15', 'corr', '135', '6')",func,ASE,0.8404019229151705
"('triple', 'sum', '0.15', 'corr', '228', '3')",func,ASE,0.8263436187165002
"('triple', 'sum', '0.15', 'corr', '228', '0')",func,ASE,0.829479515645186
"('triple', 'sum', '0.15', 'corr', '228', '6')",func,ASE,0.8320934453877599
"('kmeans', 'sum', '0.15', 'corr', '228', '3')",func,ASE,0.8275860826451046
"('kmeans', 'sum', '0.15', 'corr', '228', '0')",func,ASE,0.8229848216917182
"('kmeans', 'sum', '0.15', 'corr', '228', '6')",func,ASE,0.8418735369372313
"('triple', 'sum', '0.15', 'corr', '77', '3')",func,ASE,0.831795450762428
"('triple', 'sum', '0.15', 'corr', '77', '0')",func,ASE,0.8330013066855172
"('triple', 'sum', '0.15', 'corr', '77', '6')",func,ASE,0.8399345642178695
"('kmeans', 'sum', '0.15', 'corr', '77', '3')",func,ASE,0.8488323574937748
"('kmeans', 'sum', '0.15', 'corr', '77', '0')",func,ASE,0.8419344797017005
"('kmeans', 'sum', '0.15', 'corr', '77', '6')",func,ASE,0.8427222960189993
"('triple', 'sum', '0.15', 'cov', '180', '3')",func,ASE,0.8212894898048481
"('triple', 'sum', '0.15', 'cov', '180', '0')",func,ASE,0.8197670592880174
"('triple', 'sum', '0.15', 'cov', '180', '6')",func,ASE,0.8219672484378366
"('kmeans', 'sum', '0.15', 'cov', '180', '3')",func,ASE,0.8305951774494821
"('kmeans', 'sum', '0.15', 'cov', '180', '0')",func,ASE,0.8194435592944291
"('kmeans', 'sum', '0.15', 'cov', '180', '6')",func,ASE,0.8317163317163316
"('triple', 'sum', '0.15', 'cov', '135', '3')",func,ASE,0.8321483061517724
"('triple', 'sum', '0.15', 'cov', '135', '0')",func,ASE,0.8240293670216284
"('triple', 'sum', '0.15', 'cov', '135', '6')",func,ASE,0.8296922638240003
"('kmeans', 'sum', '0.15', 'cov', '135', '3')",func,ASE,0.8351945432237403
"('kmeans', 'sum', '0.15', 'cov', '135', '0')",func,ASE,0.8363433363433364
"('kmeans', 'sum', '0.15', 'cov', '135', '6')",func,ASE,0.8376433632843889
"('triple', 'sum', '0.15', 'cov', '228', '3')",func,ASE,0.813517501017501
"('triple', 'sum', '0.15', 'cov', '228', '0')",func,ASE,0.8144168470539228
"('triple', 'sum', '0.15', 'cov', '228', '6')",func,ASE,0.822328787977643
"('kmeans', 'sum', '0.15', 'cov', '228', '3')",func,ASE,0.8154759295784937
"('kmeans', 'sum', '0.15', 'cov', '228', '0')",func,ASE,0.8152565985165103
"('kmeans', 'sum', '0.15', 'cov', '228', '6')",func,ASE,0.8349645225160476
"('triple', 'sum', '0.15', 'cov', '77', '3')",func,ASE,0.8271223595057793
"('triple', 'sum', '0.15', 'cov', '77', '0')",func,ASE,0.8314567231443806
"('triple', 'sum', '0.15', 'cov', '77', '6')",func,ASE,0.837834855907145
"('kmeans', 'sum', '0.15', 'cov', '77', '3')",func,ASE,0.8409817566296782
"('kmeans', 'sum', '0.15', 'cov', '77', '0')",func,ASE,0.8385400524804231
"('kmeans', 'sum', '0.15', 'cov', '77', '6')",func,ASE,0.8418285627494029
"('triple', 'sum', '0.15', 'partcorr', '180', '3')",func,ASE,0.8363009360264622
"('triple', 'sum', '0.15', 'partcorr', '180', '0')",func,ASE,0.8411640211640211
"('triple', 'sum', '0.15', 'partcorr', '180', '6')",func,ASE,0.8217582179570484
"('kmeans', 'sum', '0.15', 'partcorr', '180', '3')",func,ASE,0.8352879112204157
"('kmeans', 'sum', '0.15', 'partcorr', '180', '0')",func,ASE,0.8480262373285629
"('kmeans', 'sum', '0.15', 'partcorr', '180', '6')",func,ASE,0.843566460877533
"('triple', 'sum', '0.15', 'partcorr', '135', '3')",func,ASE,0.8239897103974774
"('triple', 'sum', '0.15', 'partcorr', '135', '0')",func,ASE,0.8338627184781031
"('triple', 'sum', '0.15', 'partcorr', '135', '6')",func,ASE,0.8273684788836304
"('kmeans', 'sum', '0.15', 'partcorr', '135', '3')",func,ASE,0.8492284154934758
"('kmeans', 'sum', '0.15', 'partcorr', '135', '0')",func,ASE,0.844502633627302
"('kmeans', 'sum', '0.15', 'partcorr', '135', '6')",func,ASE,0.8364658190528838
"('triple', 'sum', '0.15', 'partcorr', '228', '3')",func,ASE,0.8280359686609686
"('triple', 'sum', '0.15', 'partcorr', '228', '0')",func,ASE,0.833956969130028
"('triple', 'sum', '0.15', 'partcorr', '228', '6')",func,ASE,0.8217153741233062
"('kmeans', 'sum', '0.15', 'partcorr', '228', '3')",func,ASE,0.8313564476885644
"('kmeans', 'sum', '0.15', 'partcorr', '228', '0')",func,ASE,0.8386909830636767
"('kmeans', 'sum', '0.15', 'partcorr', '228', '6')",func,ASE,0.8366825332674719
"('triple', 'sum', '0.15', 'partcorr', '77', '3')",func,ASE,0.8123910777569314
"('triple', 'sum', '0.15', 'partcorr', '77', '0')",func,ASE,0.8210534966607842
"('triple', 'sum', '0.15', 'partcorr', '77', '6')",func,ASE,0.8134311262777066
"('kmeans', 'sum', '0.15', 'partcorr', '77', '3')",func,ASE,0.8284869732590913
"('kmeans', 'sum', '0.15', 'partcorr', '77', '0')",func,ASE,0.8332863287033773
"('kmeans', 'sum', '0.15', 'partcorr', '77', '6')",func,ASE,0.8342322299377514
"('triple', 'sum', '0.08', 'corr', '180', '3')",func,ASE,0.8540290503586903
"('triple', 'sum', '0.08', 'corr', '180', '0')",func,ASE,0.8530230423535864
"('triple', 'sum', '0.08', 'corr', '180', '6')",func,ASE,0.8568406463143305
"('kmeans', 'sum', '0.08', 'corr', '180', '3')",func,ASE,0.8666531357824235
"('kmeans', 'sum', '0.08', 'corr', '180', '0')",func,ASE,0.8684808418319412
"('kmeans', 'sum', '0.08', 'corr', '180', '6')",func,ASE,0.8725066748322562
"('triple', 'sum', '0.08', 'corr', '135', '3')",func,ASE,0.8652401589021309
"('triple', 'sum', '0.08', 'corr', '135', '0')",func,ASE,0.8604528415054732
"('triple', 'sum', '0.08', 'corr', '135', '6')",func,ASE,0.8590408491398591
"('kmeans', 'sum', '0.08', 'corr', '135', '3')",func,ASE,0.8700970343036764
"('kmeans', 'sum', '0.08', 'corr', '135', '0')",func,ASE,0.8657500079433165
"('kmeans', 'sum', '0.08', 'corr', '135', '6')",func,ASE,0.8750551250551251
"('triple', 'sum', '0.08', 'corr', '228', '3')",func,ASE,0.8600597403365569
"('triple', 'sum', '0.08', 'corr', '228', '0')",func,ASE,0.8600808913308914
"('triple', 'sum', '0.08', 'corr', '228', '6')",func,ASE,0.8587306808974663
"('kmeans', 'sum', '0.08', 'corr', '228', '3')",func,ASE,0.8631238301422999
"('kmeans', 'sum', '0.08', 'corr', '228', '0')",func,ASE,0.8631940193611282
"('kmeans', 'sum', '0.08', 'corr', '228', '6')",func,ASE,0.8655682425213675
"('triple', 'sum', '0.08', 'corr', '77', '3')",func,ASE,0.8568047818230701
"('triple', 'sum', '0.08', 'corr', '77', '0')",func,ASE,0.8594212613820457
"('triple', 'sum', '0.08', 'corr', '77', '6')",func,ASE,0.8586599511599512
"('kmeans', 'sum', '0.08', 'corr', '77', '3')",func,ASE,0.8724842335428346
"('kmeans', 'sum', '0.08', 'corr', '77', '0')",func,ASE,0.8668250627205851
"('kmeans', 'sum', '0.08', 'corr', '77', '6')",func,ASE,0.8767171053698568
"('triple', 'sum', '0.08', 'cov', '180', '3')",func,ASE,0.8509780907668232
"('triple', 'sum', '0.08', 'cov', '180', '0')",func,ASE,0.8534777068532342
"('triple', 'sum', '0.08', 'cov', '180', '6')",func,ASE,0.8502428826169834
"('kmeans', 'sum', '0.08', 'cov', '180', '3')",func,ASE,0.8627916869567165
"('kmeans', 'sum', '0.08', 'cov', '180', '0')",func,ASE,0.8644036453367082
"('kmeans', 'sum', '0.08', 'cov', '180', '6')",func,ASE,0.8661299940369709
"('triple', 'sum', '0.08', 'cov', '135', '3')",func,ASE,0.8583998978735821
"('triple', 'sum', '0.08', 'cov', '135', '0')",func,ASE,0.8528389797046514
"('triple', 'sum', '0.08', 'cov', '135', '6')",func,ASE,0.8597040567501663
"('kmeans', 'sum', '0.08', 'cov', '135', '3')",func,ASE,0.8642907058001398
"('kmeans', 'sum', '0.08', 'cov', '135', '0')",func,ASE,0.8622003040607691
"('kmeans', 'sum', '0.08', 'cov', '135', '6')",func,ASE,0.8726272344816215
"('triple', 'sum', '0.08', 'cov', '228', '3')",func,ASE,0.8556544958218597
"('triple', 'sum', '0.08', 'cov', '228', '0')",func,ASE,0.8484734059769121
"('triple', 'sum', '0.08', 'cov', '228', '6')",func,ASE,0.8508739285226948
"('kmeans', 'sum', '0.08', 'cov', '228', '3')",func,ASE,0.8600398239362816
"('kmeans', 'sum', '0.08', 'cov', '228', '0')",func,ASE,0.8579038187410909
"('kmeans', 'sum', '0.08', 'cov', '228', '6')",func,ASE,0.864151113820863
"('triple', 'sum', '0.08', 'cov', '77', '3')",func,ASE,0.8530975061812065
"('triple', 'sum', '0.08', 'cov', '77', '0')",func,ASE,0.8535961182594057
"('triple', 'sum', '0.08', 'cov', '77', '6')",func,ASE,0.8573264465350797
"('kmeans', 'sum', '0.08', 'cov', '77', '3')",func,ASE,0.8690546723281
"('kmeans', 'sum', '0.08', 'cov', '77', '0')",func,ASE,0.8616687016687017
"('kmeans', 'sum', '0.08', 'cov', '77', '6')",func,ASE,0.8723246450519176
"('triple', 'sum', '0.08', 'partcorr', '180', '3')",func,ASE,0.8558314950544368
"('triple', 'sum', '0.08', 'partcorr', '180', '0')",func,ASE,0.8594698377307073
"('triple', 'sum', '0.08', 'partcorr', '180', '6')",func,ASE,0.8567096343865854
"('kmeans', 'sum', '0.08', 'partcorr', '180', '3')",func,ASE,0.869665710251856
"('kmeans', 'sum', '0.08', 'partcorr', '180', '0')",func,ASE,0.8589014461052376
"('kmeans', 'sum', '0.08', 'partcorr', '180', '6')",func,ASE,0.8598443720593558
"('triple', 'sum', '0.08', 'partcorr', '135', '3')",func,ASE,0.8460147676124008
"('triple', 'sum', '0.08', 'partcorr', '135', '0')",func,ASE,0.8579136532982687
"('triple', 'sum', '0.08', 'partcorr', '135', '6')",func,ASE,0.8484833083445572
"('kmeans', 'sum', '0.08', 'partcorr', '135', '3')",func,ASE,0.8753567699269058
"('kmeans', 'sum', '0.08', 'partcorr', '135', '0')",func,ASE,0.8666239711568111
"('kmeans', 'sum', '0.08', 'partcorr', '135', '6')",func,ASE,0.8709271551911146
"('triple', 'sum', '0.08', 'partcorr', '228', '3')",func,ASE,0.8703575254522053
"('triple', 'sum', '0.08', 'partcorr', '228', '0')",func,ASE,0.8685410508466808
"('triple', 'sum', '0.08', 'partcorr', '228', '6')",func,ASE,0.8613595706618963
"('kmeans', 'sum', '0.08', 'partcorr', '228', '3')",func,ASE,0.8631547991304089
"('kmeans', 'sum', '0.08', 'partcorr', '228', '0')",func,ASE,0.862657621402016
"('kmeans', 'sum', '0.08', 'partcorr', '228', '6')",func,ASE,0.8598540898282501
"('triple', 'sum', '0.08', 'partcorr', '77', '3')",func,ASE,0.8496237139723917
"('triple', 'sum', '0.08', 'partcorr', '77', '0')",func,ASE,0.8489081567116249
"('triple', 'sum', '0.08', 'partcorr', '77', '6')",func,ASE,0.8388479210847631
"('kmeans', 'sum', '0.08', 'partcorr', '77', '3')",func,ASE,0.8613592128443615
"('kmeans', 'sum', '0.08', 'partcorr', '77', '0')",func,ASE,0.8582690601324141
"('kmeans', 'sum', '0.08', 'partcorr', '77', '6')",func,ASE,0.8703407703407704
"('triple', 'sum', '0', 'corr', '180', '3')",func,ASE,0.8712742265559168
"('triple', 'sum', '0', 'corr', '180', '0')",func,ASE,0.8688386266511267
"('triple', 'sum', '0', 'corr', '180', '6')",func,ASE,0.8706548553487328
"('kmeans', 'sum', '0', 'corr', '180', '3')",func,ASE,0.8882307912591417
"('kmeans', 'sum', '0', 'corr', '180', '0')",func,ASE,0.8892673440184752
"('kmeans', 'sum', '0', 'corr', '180', '6')",func,ASE,0.8858017368196269
"('triple', 'sum', '0', 'corr', '135', '3')",func,ASE,0.8709683478914249
"('triple', 'sum', '0', 'corr', '135', '0')",func,ASE,0.8719889796812875
"('triple', 'sum', '0', 'corr', '135', '6')",func,ASE,0.8701147705524074
"('kmeans', 'sum', '0', 'corr', '135', '3')",func,ASE,0.8927924950024397
"('kmeans', 'sum', '0', 'corr', '135', '0')",func,ASE,0.8937822745444135
"('kmeans', 'sum', '0', 'corr', '135', '6')",func,ASE,0.8916441402730251
"('triple', 'sum', '0', 'corr', '228', '3')",func,ASE,0.8727168949771689
"('triple', 'sum', '0', 'corr', '228', '0')",func,ASE,0.8655505912328866
"('triple', 'sum', '0', 'corr', '228', '6')",func,ASE,0.8711130839440412
"('kmeans', 'sum', '0', 'corr', '228', '3')",func,ASE,0.8871726677577741
"('kmeans', 'sum', '0', 'corr', '228', '0')",func,ASE,0.8818305314994056
"('kmeans', 'sum', '0', 'corr', '228', '6')",func,ASE,0.8823942688020359
"('triple', 'sum', '0', 'corr', '77', '3')",func,ASE,0.8734193379780593
"('triple', 'sum', '0', 'corr', '77', '0')",func,ASE,0.8739817270851754
"('triple', 'sum', '0', 'corr', '77', '6')",func,ASE,0.8739568319720992
"('kmeans', 'sum', '0', 'corr', '77', '3')",func,ASE,0.8900313916227348
"('kmeans', 'sum', '0', 'corr', '77', '0')",func,ASE,0.8875780968804226
"('kmeans', 'sum', '0', 'corr', '77', '6')",func,ASE,0.8905532206040464
"('triple', 'sum', '0', 'cov', '180', '3')",func,ASE,0.8657679028441742
"('triple', 'sum', '0', 'cov', '180', '0')",func,ASE,0.862652199678647
"('triple', 'sum', '0', 'cov', '180', '6')",func,ASE,0.8629108957038213
"('kmeans', 'sum', '0', 'cov', '180', '3')",func,ASE,0.8878442545109212
"('kmeans', 'sum', '0', 'cov', '180', '0')",func,ASE,0.8849752586594691
"('kmeans', 'sum', '0', 'cov', '180', '6')",func,ASE,0.8829980935244095
"('triple', 'sum', '0', 'cov', '135', '3')",func,ASE,0.8644957390371918
"('triple', 'sum', '0', 'cov', '135', '0')",func,ASE,0.8620715546044976
"('triple', 'sum', '0', 'cov', '135', '6')",func,ASE,0.8628994623759021
"('kmeans', 'sum', '0', 'cov', '135', '3')",func,ASE,0.8885001497171134
"('kmeans', 'sum', '0', 'cov', '135', '0')",func,ASE,0.888621298106729
"('kmeans', 'sum', '0', 'cov', '135', '6')",func,ASE,0.8874356360594894
"('triple', 'sum', '0', 'cov', '228', '3')",func,ASE,0.8631596891569381
"('triple', 'sum', '0', 'cov', '228', '0')",func,ASE,0.858172320282802
"('triple', 'sum', '0', 'cov', '228', '6')",func,ASE,0.8689976157419612
"('kmeans', 'sum', '0', 'cov', '228', '3')",func,ASE,0.8823961214107685
"('kmeans', 'sum', '0', 'cov', '228', '0')",func,ASE,0.8762450142450143
"('kmeans', 'sum', '0', 'cov', '228', '6')",func,ASE,0.8803557015070599
"('triple', 'sum', '0', 'cov', '77', '3')",func,ASE,0.8664429778344703
